specimen_id,catalog_number,kb_taxon_id,dataset_genus,dataset_species,trait_id,expected_views,available_views,usable_image_paths,used_in_key_rules,visibility_status,review_recommendation,notes
casent0158880,casent0158880,strumigenys,Strumigenys,rogeri,frontal_carinae_state,head,"dorsal, head, profile",head:data/raw/images/strumigenys_rogeri/casent0158880_h.jpg,true,ready_for_image_review,inspect_head,
casent0158880,casent0158880,strumigenys,Strumigenys,rogeri,clypeus_longitudinal_carinae,head,"dorsal, head, profile",head:data/raw/images/strumigenys_rogeri/casent0158880_h.jpg,true,ready_for_image_review,inspect_head,
casent0158880,casent0158880,strumigenys,Strumigenys,rogeri,propodeal_armament,"profile, dorsal","dorsal, head, profile",profile:data/raw/images/strumigenys_rogeri/casent0158880_p.jpg; dorsal:data/raw/images/strumigenys_rogeri/casent0158880_d.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0158880,casent0158880,strumigenys,Strumigenys,rogeri,mandible_tooth_count,head,"dorsal, head, profile",head:data/raw/images/strumigenys_rogeri/casent0158880_h.jpg,true,ready_for_image_review,inspect_head,
focol2164,focol2164,strumigenys,Strumigenys,louisianae,postpetiole_attachment,"dorsal, profile","dorsal, head, profile",dorsal:data/raw/images/strumigenys_louisianae/focol2164_d.jpg; profile:data/raw/images/strumigenys_louisianae/focol2164_p.jpg,true,ready_for_image_review,inspect_multiple_views,
focol2164,focol2164,strumigenys,Strumigenys,louisianae,gaster_shape_dorsal,dorsal,"dorsal, head, profile",dorsal:data/raw/images/strumigenys_louisianae/focol2164_d.jpg,true,ready_for_image_review,inspect_dorsal,
focol2164,focol2164,strumigenys,Strumigenys,louisianae,petiole_node_state,profile,"dorsal, head, profile",profile:data/raw/images/strumigenys_louisianae/focol2164_p.jpg,true,ready_for_image_review,inspect_profile,
focol2164,focol2164,strumigenys,Strumigenys,louisianae,antenna_segment_count,head,"dorsal, head, profile",head:data/raw/images/strumigenys_louisianae/focol2164_h.jpg,true,ready_for_image_review,inspect_head,
focol2164,focol2164,strumigenys,Strumigenys,louisianae,antennal_scrobe_position,"head, profile","dorsal, head, profile",head:data/raw/images/strumigenys_louisianae/focol2164_h.jpg; profile:data/raw/images/strumigenys_louisianae/focol2164_p.jpg,true,ready_for_image_review,inspect_multiple_views,
focol2164,focol2164,strumigenys,Strumigenys,louisianae,antenna_club_segments,head,"dorsal, head, profile",head:data/raw/images/strumigenys_louisianae/focol2164_h.jpg,true,ready_for_image_review,inspect_head,
focol2164,focol2164,strumigenys,Strumigenys,louisianae,spongiform_tissue_petiole_postpetiole,profile,"dorsal, head, profile",profile:data/raw/images/strumigenys_louisianae/focol2164_p.jpg,true,ready_for_image_review,inspect_profile,
focol2164,focol2164,strumigenys,Strumigenys,louisianae,frontal_carinae_state,head,"dorsal, head, profile",head:data/raw/images/strumigenys_louisianae/focol2164_h.jpg,true,ready_for_image_review,inspect_head,
focol2164,focol2164,strumigenys,Strumigenys,louisianae,clypeus_longitudinal_carinae,head,"dorsal, head, profile",head:data/raw/images/strumigenys_louisianae/focol2164_h.jpg,true,ready_for_image_review,inspect_head,
focol2164,focol2164,strumigenys,Strumigenys,louisianae,propodeal_armament,"profile, dorsal","dorsal, head, profile",profile:data/raw/images/strumigenys_louisianae/focol2164_p.jpg; dorsal:data/raw/images/strumigenys_louisianae/focol2164_d.jpg,true,ready_for_image_review,inspect_multiple_views,
focol2164,focol2164,strumigenys,Strumigenys,louisianae,mandible_tooth_count,head,"dorsal, head, profile",head:data/raw/images/strumigenys_louisianae/focol2164_h.jpg,true,ready_for_image_review,inspect_head,
anic32-002156,anic32-002156,strumigenys,Strumigenys,emmae,postpetiole_attachment,"dorsal, profile","dorsal, head, profile",dorsal:data/raw/images/strumigenys_emmae/anic32-002156_d.jpg; profile:data/raw/images/strumigenys_emmae/anic32-002156_p.jpg,true,ready_for_image_review,inspect_multiple_views,
anic32-002156,anic32-002156,strumigenys,Strumigenys,emmae,gaster_shape_dorsal,dorsal,"dorsal, head, profile",dorsal:data/raw/images/strumigenys_emmae/anic32-002156_d.jpg,true,ready_for_image_review,inspect_dorsal,
anic32-002156,anic32-002156,strumigenys,Strumigenys,emmae,petiole_node_state,profile,"dorsal, head, profile",profile:data/raw/images/strumigenys_emmae/anic32-002156_p.jpg,true,ready_for_image_review,inspect_profile,
anic32-002156,anic32-002156,strumigenys,Strumigenys,emmae,antenna_segment_count,head,"dorsal, head, profile",head:data/raw/images/strumigenys_emmae/anic32-002156_h.jpg,true,ready_for_image_review,inspect_head,
anic32-002156,anic32-002156,strumigenys,Strumigenys,emmae,antennal_scrobe_position,"head, profile","dorsal, head, profile",head:data/raw/images/strumigenys_emmae/anic32-002156_h.jpg; profile:data/raw/images/strumigenys_emmae/anic32-002156_p.jpg,true,ready_for_image_review,inspect_multiple_views,
anic32-002156,anic32-002156,strumigenys,Strumigenys,emmae,antenna_club_segments,head,"dorsal, head, profile",head:data/raw/images/strumigenys_emmae/anic32-002156_h.jpg,true,ready_for_image_review,inspect_head,
anic32-002156,anic32-002156,strumigenys,Strumigenys,emmae,spongiform_tissue_petiole_postpetiole,profile,"dorsal, head, profile",profile:data/raw/images/strumigenys_emmae/anic32-002156_p.jpg,true,ready_for_image_review,inspect_profile,
anic32-002156,anic32-002156,strumigenys,Strumigenys,emmae,frontal_carinae_state,head,"dorsal, head, profile",head:data/raw/images/strumigenys_emmae/anic32-002156_h.jpg,true,ready_for_image_review,inspect_head,
anic32-002156,anic32-002156,strumigenys,Strumigenys,emmae,clypeus_longitudinal_carinae,head,"dorsal, head, profile",head:data/raw/images/strumigenys_emmae/anic32-002156_h.jpg,true,ready_for_image_review,inspect_head,
anic32-002156,anic32-002156,strumigenys,Strumigenys,emmae,propodeal_armament,"profile, dorsal","dorsal, head, profile",profile:data/raw/images/strumigenys_emmae/anic32-002156_p.jpg; dorsal:data/raw/images/strumigenys_emmae/anic32-002156_d.jpg,true,ready_for_image_review,inspect_multiple_views,
anic32-002156,anic32-002156,strumigenys,Strumigenys,emmae,mandible_tooth_count,head,"dorsal, head, profile",head:data/raw/images/strumigenys_emmae/anic32-002156_h.jpg,true,ready_for_image_review,inspect_head,
casent0909342,casent0909342,strumigenys,Strumigenys,emmae,postpetiole_attachment,"dorsal, profile","dorsal, head, profile",dorsal:data/raw/images/strumigenys_emmae/casent0909342_d.jpg; profile:data/raw/images/strumigenys_emmae/casent0909342_p.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0909342,casent0909342,strumigenys,Strumigenys,emmae,gaster_shape_dorsal,dorsal,"dorsal, head, profile",dorsal:data/raw/images/strumigenys_emmae/casent0909342_d.jpg,true,ready_for_image_review,inspect_dorsal,
casent0909342,casent0909342,strumigenys,Strumigenys,emmae,petiole_node_state,profile,"dorsal, head, profile",profile:data/raw/images/strumigenys_emmae/casent0909342_p.jpg,true,ready_for_image_review,inspect_profile,
casent0909342,casent0909342,strumigenys,Strumigenys,emmae,antenna_segment_count,head,"dorsal, head, profile",head:data/raw/images/strumigenys_emmae/casent0909342_h.jpg,true,ready_for_image_review,inspect_head,
casent0909342,casent0909342,strumigenys,Strumigenys,emmae,antennal_scrobe_position,"head, profile","dorsal, head, profile",head:data/raw/images/strumigenys_emmae/casent0909342_h.jpg; profile:data/raw/images/strumigenys_emmae/casent0909342_p.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0909342,casent0909342,strumigenys,Strumigenys,emmae,antenna_club_segments,head,"dorsal, head, profile",head:data/raw/images/strumigenys_emmae/casent0909342_h.jpg,true,ready_for_image_review,inspect_head,
casent0909342,casent0909342,strumigenys,Strumigenys,emmae,spongiform_tissue_petiole_postpetiole,profile,"dorsal, head, profile",profile:data/raw/images/strumigenys_emmae/casent0909342_p.jpg,true,ready_for_image_review,inspect_profile,
casent0909342,casent0909342,strumigenys,Strumigenys,emmae,frontal_carinae_state,head,"dorsal, head, profile",head:data/raw/images/strumigenys_emmae/casent0909342_h.jpg,true,ready_for_image_review,inspect_head,
casent0909342,casent0909342,strumigenys,Strumigenys,emmae,clypeus_longitudinal_carinae,head,"dorsal, head, profile",head:data/raw/images/strumigenys_emmae/casent0909342_h.jpg,true,ready_for_image_review,inspect_head,
casent0909342,casent0909342,strumigenys,Strumigenys,emmae,propodeal_armament,"profile, dorsal","dorsal, head, profile",profile:data/raw/images/strumigenys_emmae/casent0909342_p.jpg; dorsal:data/raw/images/strumigenys_emmae/casent0909342_d.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0909342,casent0909342,strumigenys,Strumigenys,emmae,mandible_tooth_count,head,"dorsal, head, profile",head:data/raw/images/strumigenys_emmae/casent0909342_h.jpg,true,ready_for_image_review,inspect_head,
focol2163,focol2163,strumigenys,Strumigenys,louisianae,postpetiole_attachment,"dorsal, profile","dorsal, head, profile",dorsal:data/raw/images/strumigenys_louisianae/focol2163_d.jpg; profile:data/raw/images/strumigenys_louisianae/focol2163_p.jpg,true,ready_for_image_review,inspect_multiple_views,
focol2163,focol2163,strumigenys,Strumigenys,louisianae,gaster_shape_dorsal,dorsal,"dorsal, head, profile",dorsal:data/raw/images/strumigenys_louisianae/focol2163_d.jpg,true,ready_for_image_review,inspect_dorsal,
focol2163,focol2163,strumigenys,Strumigenys,louisianae,petiole_node_state,profile,"dorsal, head, profile",profile:data/raw/images/strumigenys_louisianae/focol2163_p.jpg,true,ready_for_image_review,inspect_profile,
focol2163,focol2163,strumigenys,Strumigenys,louisianae,antenna_segment_count,head,"dorsal, head, profile",head:data/raw/images/strumigenys_louisianae/focol2163_h.jpg,true,ready_for_image_review,inspect_head,
focol2163,focol2163,strumigenys,Strumigenys,louisianae,antennal_scrobe_position,"head, profile","dorsal, head, profile",head:data/raw/images/strumigenys_louisianae/focol2163_h.jpg; profile:data/raw/images/strumigenys_louisianae/focol2163_p.jpg,true,ready_for_image_review,inspect_multiple_views,
focol2163,focol2163,strumigenys,Strumigenys,louisianae,antenna_club_segments,head,"dorsal, head, profile",head:data/raw/images/strumigenys_louisianae/focol2163_h.jpg,true,ready_for_image_review,inspect_head,
focol2163,focol2163,strumigenys,Strumigenys,louisianae,spongiform_tissue_petiole_postpetiole,profile,"dorsal, head, profile",profile:data/raw/images/strumigenys_louisianae/focol2163_p.jpg,true,ready_for_image_review,inspect_profile,
focol2163,focol2163,strumigenys,Strumigenys,louisianae,frontal_carinae_state,head,"dorsal, head, profile",head:data/raw/images/strumigenys_louisianae/focol2163_h.jpg,true,ready_for_image_review,inspect_head,
focol2163,focol2163,strumigenys,Strumigenys,louisianae,clypeus_longitudinal_carinae,head,"dorsal, head, profile",head:data/raw/images/strumigenys_louisianae/focol2163_h.jpg,true,ready_for_image_review,inspect_head,
focol2163,focol2163,strumigenys,Strumigenys,louisianae,propodeal_armament,"profile, dorsal","dorsal, head, profile",profile:data/raw/images/strumigenys_louisianae/focol2163_p.jpg; dorsal:data/raw/images/strumigenys_louisianae/focol2163_d.jpg,true,ready_for_image_review,inspect_multiple_views,
focol2163,focol2163,strumigenys,Strumigenys,louisianae,mandible_tooth_count,head,"dorsal, head, profile",head:data/raw/images/strumigenys_louisianae/focol2163_h.jpg,true,ready_for_image_review,inspect_head,
casent0005665,casent0005665,wasmannia_auropunctata,Wasmannia,auropunctata,postpetiole_attachment,"dorsal, profile","dorsal, head, profile",dorsal:data/raw/images/wasmannia_auropunctata/casent0005665_d.jpg; profile:data/raw/images/wasmannia_auropunctata/casent0005665_p.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0005665,casent0005665,wasmannia_auropunctata,Wasmannia,auropunctata,gaster_shape_dorsal,dorsal,"dorsal, head, profile",dorsal:data/raw/images/wasmannia_auropunctata/casent0005665_d.jpg,true,ready_for_image_review,inspect_dorsal,
casent0005665,casent0005665,wasmannia_auropunctata,Wasmannia,auropunctata,petiole_node_state,profile,"dorsal, head, profile",profile:data/raw/images/wasmannia_auropunctata/casent0005665_p.jpg,true,ready_for_image_review,inspect_profile,
casent0005665,casent0005665,wasmannia_auropunctata,Wasmannia,auropunctata,antenna_segment_count,head,"dorsal, head, profile",head:data/raw/images/wasmannia_auropunctata/casent0005665_h.jpg,true,ready_for_image_review,inspect_head,
casent0005665,casent0005665,wasmannia_auropunctata,Wasmannia,auropunctata,antennal_scrobe_position,"head, profile","dorsal, head, profile",head:data/raw/images/wasmannia_auropunctata/casent0005665_h.jpg; profile:data/raw/images/wasmannia_auropunctata/casent0005665_p.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0005665,casent0005665,wasmannia_auropunctata,Wasmannia,auropunctata,antenna_club_segments,head,"dorsal, head, profile",head:data/raw/images/wasmannia_auropunctata/casent0005665_h.jpg,true,ready_for_image_review,inspect_head,
casent0005665,casent0005665,wasmannia_auropunctata,Wasmannia,auropunctata,spongiform_tissue_petiole_postpetiole,profile,"dorsal, head, profile",profile:data/raw/images/wasmannia_auropunctata/casent0005665_p.jpg,true,ready_for_image_review,inspect_profile,
casent0005665,casent0005665,wasmannia_auropunctata,Wasmannia,auropunctata,frontal_carinae_state,head,"dorsal, head, profile",head:data/raw/images/wasmannia_auropunctata/casent0005665_h.jpg,true,ready_for_image_review,inspect_head,
casent0005665,casent0005665,wasmannia_auropunctata,Wasmannia,auropunctata,clypeus_longitudinal_carinae,head,"dorsal, head, profile",head:data/raw/images/wasmannia_auropunctata/casent0005665_h.jpg,true,ready_for_image_review,inspect_head,
casent0005665,casent0005665,wasmannia_auropunctata,Wasmannia,auropunctata,propodeal_armament,"profile, dorsal","dorsal, head, profile",profile:data/raw/images/wasmannia_auropunctata/casent0005665_p.jpg; dorsal:data/raw/images/wasmannia_auropunctata/casent0005665_d.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0005665,casent0005665,wasmannia_auropunctata,Wasmannia,auropunctata,mandible_tooth_count,head,"dorsal, head, profile",head:data/raw/images/wasmannia_auropunctata/casent0005665_h.jpg,true,ready_for_image_review,inspect_head,
casent0909213,casent0909213,wasmannia_auropunctata,Wasmannia,auropunctata,postpetiole_attachment,"dorsal, profile","dorsal, head, profile",dorsal:data/raw/images/wasmannia_auropunctata/casent0909213_d.jpg; profile:data/raw/images/wasmannia_auropunctata/casent0909213_p.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0909213,casent0909213,wasmannia_auropunctata,Wasmannia,auropunctata,gaster_shape_dorsal,dorsal,"dorsal, head, profile",dorsal:data/raw/images/wasmannia_auropunctata/casent0909213_d.jpg,true,ready_for_image_review,inspect_dorsal,
casent0909213,casent0909213,wasmannia_auropunctata,Wasmannia,auropunctata,petiole_node_state,profile,"dorsal, head, profile",profile:data/raw/images/wasmannia_auropunctata/casent0909213_p.jpg,true,ready_for_image_review,inspect_profile,
casent0909213,casent0909213,wasmannia_auropunctata,Wasmannia,auropunctata,antenna_segment_count,head,"dorsal, head, profile",head:data/raw/images/wasmannia_auropunctata/casent0909213_h.jpg,true,ready_for_image_review,inspect_head,
casent0909213,casent0909213,wasmannia_auropunctata,Wasmannia,auropunctata,antennal_scrobe_position,"head, profile","dorsal, head, profile",head:data/raw/images/wasmannia_auropunctata/casent0909213_h.jpg; profile:data/raw/images/wasmannia_auropunctata/casent0909213_p.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0909213,casent0909213,wasmannia_auropunctata,Wasmannia,auropunctata,antenna_club_segments,head,"dorsal, head, profile",head:data/raw/images/wasmannia_auropunctata/casent0909213_h.jpg,true,ready_for_image_review,inspect_head,
casent0909213,casent0909213,wasmannia_auropunctata,Wasmannia,auropunctata,spongiform_tissue_petiole_postpetiole,profile,"dorsal, head, profile",profile:data/raw/images/wasmannia_auropunctata/casent0909213_p.jpg,true,ready_for_image_review,inspect_profile,
casent0909213,casent0909213,wasmannia_auropunctata,Wasmannia,auropunctata,frontal_carinae_state,head,"dorsal, head, profile",head:data/raw/images/wasmannia_auropunctata/casent0909213_h.jpg,true,ready_for_image_review,inspect_head,
casent0909213,casent0909213,wasmannia_auropunctata,Wasmannia,auropunctata,clypeus_longitudinal_carinae,head,"dorsal, head, profile",head:data/raw/images/wasmannia_auropunctata/casent0909213_h.jpg,true,ready_for_image_review,inspect_head,
casent0909213,casent0909213,wasmannia_auropunctata,Wasmannia,auropunctata,propodeal_armament,"profile, dorsal","dorsal, head, profile",profile:data/raw/images/wasmannia_auropunctata/casent0909213_p.jpg; dorsal:data/raw/images/wasmannia_auropunctata/casent0909213_d.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0909213,casent0909213,wasmannia_auropunctata,Wasmannia,auropunctata,mandible_tooth_count,head,"dorsal, head, profile",head:data/raw/images/wasmannia_auropunctata/casent0909213_h.jpg,true,ready_for_image_review,inspect_head,
focol0065-2,focol0065-2,wasmannia_auropunctata,Wasmannia,auropunctata,postpetiole_attachment,"dorsal, profile","dorsal, head, profile",dorsal:data/raw/images/wasmannia_auropunctata/focol0065-2_d.jpg; profile:data/raw/images/wasmannia_auropunctata/focol0065-2_p.jpg,true,ready_for_image_review,inspect_multiple_views,
focol0065-2,focol0065-2,wasmannia_auropunctata,Wasmannia,auropunctata,gaster_shape_dorsal,dorsal,"dorsal, head, profile",dorsal:data/raw/images/wasmannia_auropunctata/focol0065-2_d.jpg,true,ready_for_image_review,inspect_dorsal,
focol0065-2,focol0065-2,wasmannia_auropunctata,Wasmannia,auropunctata,petiole_node_state,profile,"dorsal, head, profile",profile:data/raw/images/wasmannia_auropunctata/focol0065-2_p.jpg,true,ready_for_image_review,inspect_profile,
focol0065-2,focol0065-2,wasmannia_auropunctata,Wasmannia,auropunctata,antenna_segment_count,head,"dorsal, head, profile",head:data/raw/images/wasmannia_auropunctata/focol0065-2_h.jpg,true,ready_for_image_review,inspect_head,
focol0065-2,focol0065-2,wasmannia_auropunctata,Wasmannia,auropunctata,antennal_scrobe_position,"head, profile","dorsal, head, profile",head:data/raw/images/wasmannia_auropunctata/focol0065-2_h.jpg; profile:data/raw/images/wasmannia_auropunctata/focol0065-2_p.jpg,true,ready_for_image_review,inspect_multiple_views,
focol0065-2,focol0065-2,wasmannia_auropunctata,Wasmannia,auropunctata,antenna_club_segments,head,"dorsal, head, profile",head:data/raw/images/wasmannia_auropunctata/focol0065-2_h.jpg,true,ready_for_image_review,inspect_head,
focol0065-2,focol0065-2,wasmannia_auropunctata,Wasmannia,auropunctata,spongiform_tissue_petiole_postpetiole,profile,"dorsal, head, profile",profile:data/raw/images/wasmannia_auropunctata/focol0065-2_p.jpg,true,ready_for_image_review,inspect_profile,
focol0065-2,focol0065-2,wasmannia_auropunctata,Wasmannia,auropunctata,frontal_carinae_state,head,"dorsal, head, profile",head:data/raw/images/wasmannia_auropunctata/focol0065-2_h.jpg,true,ready_for_image_review,inspect_head,
focol0065-2,focol0065-2,wasmannia_auropunctata,Wasmannia,auropunctata,clypeus_longitudinal_carinae,head,"dorsal, head, profile",head:data/raw/images/wasmannia_auropunctata/focol0065-2_h.jpg,true,ready_for_image_review,inspect_head,
focol0065-2,focol0065-2,wasmannia_auropunctata,Wasmannia,auropunctata,propodeal_armament,"profile, dorsal","dorsal, head, profile",profile:data/raw/images/wasmannia_auropunctata/focol0065-2_p.jpg; dorsal:data/raw/images/wasmannia_auropunctata/focol0065-2_d.jpg,true,ready_for_image_review,inspect_multiple_views,
focol0065-2,focol0065-2,wasmannia_auropunctata,Wasmannia,auropunctata,mandible_tooth_count,head,"dorsal, head, profile",head:data/raw/images/wasmannia_auropunctata/focol0065-2_h.jpg,true,ready_for_image_review,inspect_head,
casent0246164,casent0246164,wasmannia_auropunctata,Wasmannia,auropunctata,postpetiole_attachment,"dorsal, profile","dorsal, head, profile",dorsal:data/raw/images/wasmannia_auropunctata/casent0246164_d.jpg; profile:data/raw/images/wasmannia_auropunctata/casent0246164_p.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0246164,casent0246164,wasmannia_auropunctata,Wasmannia,auropunctata,gaster_shape_dorsal,dorsal,"dorsal, head, profile",dorsal:data/raw/images/wasmannia_auropunctata/casent0246164_d.jpg,true,ready_for_image_review,inspect_dorsal,
casent0246164,casent0246164,wasmannia_auropunctata,Wasmannia,auropunctata,petiole_node_state,profile,"dorsal, head, profile",profile:data/raw/images/wasmannia_auropunctata/casent0246164_p.jpg,true,ready_for_image_review,inspect_profile,
casent0246164,casent0246164,wasmannia_auropunctata,Wasmannia,auropunctata,antenna_segment_count,head,"dorsal, head, profile",head:data/raw/images/wasmannia_auropunctata/casent0246164_h.jpg,true,ready_for_image_review,inspect_head,
casent0246164,casent0246164,wasmannia_auropunctata,Wasmannia,auropunctata,antennal_scrobe_position,"head, profile","dorsal, head, profile",head:data/raw/images/wasmannia_auropunctata/casent0246164_h.jpg; profile:data/raw/images/wasmannia_auropunctata/casent0246164_p.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0246164,casent0246164,wasmannia_auropunctata,Wasmannia,auropunctata,antenna_club_segments,head,"dorsal, head, profile",head:data/raw/images/wasmannia_auropunctata/casent0246164_h.jpg,true,ready_for_image_review,inspect_head,
casent0246164,casent0246164,wasmannia_auropunctata,Wasmannia,auropunctata,spongiform_tissue_petiole_postpetiole,profile,"dorsal, head, profile",profile:data/raw/images/wasmannia_auropunctata/casent0246164_p.jpg,true,ready_for_image_review,inspect_profile,
casent0246164,casent0246164,wasmannia_auropunctata,Wasmannia,auropunctata,frontal_carinae_state,head,"dorsal, head, profile",head:data/raw/images/wasmannia_auropunctata/casent0246164_h.jpg,true,ready_for_image_review,inspect_head,
casent0246164,casent0246164,wasmannia_auropunctata,Wasmannia,auropunctata,clypeus_longitudinal_carinae,head,"dorsal, head, profile",head:data/raw/images/wasmannia_auropunctata/casent0246164_h.jpg,true,ready_for_image_review,inspect_head,
casent0246164,casent0246164,wasmannia_auropunctata,Wasmannia,auropunctata,propodeal_armament,"profile, dorsal","dorsal, head, profile",profile:data/raw/images/wasmannia_auropunctata/casent0246164_p.jpg; dorsal:data/raw/images/wasmannia_auropunctata/casent0246164_d.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0246164,casent0246164,wasmannia_auropunctata,Wasmannia,auropunctata,mandible_tooth_count,head,"dorsal, head, profile",head:data/raw/images/wasmannia_auropunctata/casent0246164_h.jpg,true,ready_for_image_review,inspect_head,
casent0904873,casent0904873,wasmannia_auropunctata,Wasmannia,auropunctata,postpetiole_attachment,"dorsal, profile","dorsal, head, profile",dorsal:data/raw/images/wasmannia_auropunctata/casent0904873_d.jpg; profile:data/raw/images/wasmannia_auropunctata/casent0904873_p.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0904873,casent0904873,wasmannia_auropunctata,Wasmannia,auropunctata,gaster_shape_dorsal,dorsal,"dorsal, head, profile",dorsal:data/raw/images/wasmannia_auropunctata/casent0904873_d.jpg,true,ready_for_image_review,inspect_dorsal,
casent0904873,casent0904873,wasmannia_auropunctata,Wasmannia,auropunctata,petiole_node_state,profile,"dorsal, head, profile",profile:data/raw/images/wasmannia_auropunctata/casent0904873_p.jpg,true,ready_for_image_review,inspect_profile,
casent0904873,casent0904873,wasmannia_auropunctata,Wasmannia,auropunctata,antenna_segment_count,head,"dorsal, head, profile",head:data/raw/images/wasmannia_auropunctata/casent0904873_h.jpg,true,ready_for_image_review,inspect_head,
casent0904873,casent0904873,wasmannia_auropunctata,Wasmannia,auropunctata,antennal_scrobe_position,"head, profile","dorsal, head, profile",head:data/raw/images/wasmannia_auropunctata/casent0904873_h.jpg; profile:data/raw/images/wasmannia_auropunctata/casent0904873_p.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0904873,casent0904873,wasmannia_auropunctata,Wasmannia,auropunctata,antenna_club_segments,head,"dorsal, head, profile",head:data/raw/images/wasmannia_auropunctata/casent0904873_h.jpg,true,ready_for_image_review,inspect_head,
casent0904873,casent0904873,wasmannia_auropunctata,Wasmannia,auropunctata,spongiform_tissue_petiole_postpetiole,profile,"dorsal, head, profile",profile:data/raw/images/wasmannia_auropunctata/casent0904873_p.jpg,true,ready_for_image_review,inspect_profile,
casent0904873,casent0904873,wasmannia_auropunctata,Wasmannia,auropunctata,frontal_carinae_state,head,"dorsal, head, profile",head:data/raw/images/wasmannia_auropunctata/casent0904873_h.jpg,true,ready_for_image_review,inspect_head,
casent0904873,casent0904873,wasmannia_auropunctata,Wasmannia,auropunctata,clypeus_longitudinal_carinae,head,"dorsal, head, profile",head:data/raw/images/wasmannia_auropunctata/casent0904873_h.jpg,true,ready_for_image_review,inspect_head,
casent0904873,casent0904873,wasmannia_auropunctata,Wasmannia,auropunctata,propodeal_armament,"profile, dorsal","dorsal, head, profile",profile:data/raw/images/wasmannia_auropunctata/casent0904873_p.jpg; dorsal:data/raw/images/wasmannia_auropunctata/casent0904873_d.jpg,true,ready_for_image_review,inspect_multiple_views,
casent0904873,casent0904873,wasmannia_auropunctata,Wasmannia,auropunctata,mandible_tooth_count,head,"dorsal, head, profile",head:data/raw/images/wasmannia_auropunctata/casent0904873_h.jpg,true,ready_for_image_review,inspect_head,
